Age,Attrition,DistanceFromHome,EnvironmentSatisfaction,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43,No,12,1,4,Research Director,2,14336,No,3,25,10,3,9
40,No,2,2,2,Laboratory Technician,3,3448,No,3,1,0,0,0
54,No,5,1,5,Research Director,1,19406,No,2,4,2,1,2
34,No,4,3,2,Sales Executive,3,6538,No,3,3,2,1,2
31,No,7,2,2,Manufacturing Director,1,4306,No,1,13,10,3,12
43,No,21,4,1,Laboratory Technician,4,2258,No,3,3,2,1,2
43,No,8,3,2,Healthcare Representative,3,4522,Yes,3,5,2,0,2
25,No,4,2,2,Sales Executive,4,4487,Yes,3,5,4,1,3
37,No,25,2,2,Research Scientist,3,4449,Yes,3,13,11,10,7
31,No,1,4,1,Laboratory Technician,1,2218,No,3,4,2,3,2
39,No,1,2,5,Manager,3,19197,Yes,3,21,8,1,6
56,No,6,3,4,Sales Executive,1,13212,No,2,7,7,7,7
30,No,12,2,2,Sales Executive,3,6577,No,3,5,4,4,4
41,No,1,2,3,Sales Executive,1,8392,No,3,10,7,0,7
28,No,17,3,2,Laboratory Technician,1,4558,No,3,10,0,1,8
25,Yes,3,1,1,Laboratory Technician,1,4031,No,3,2,2,0,2
52,No,3,4,3,Manufacturing Director,3,7969,Yes,3,5,4,0,4
45,No,10,1,1,Research Scientist,4,2654,No,2,2,2,0,2
52,No,4,4,4,Manager,4,16555,No,1,5,2,1,4
42,No,29,1,2,Research Scientist,3,4556,No,3,5,4,0,2
30,No,2,3,2,Manufacturing Director,4,6091,No,3,5,4,0,2
60,No,7,1,5,Manager,1,19566,No,1,29,8,11,10
46,No,18,3,2,Manufacturing Director,3,4810,No,2,10,7,0,8
42,No,28,4,2,Healthcare Representative,4,4523,No,4,6,5,0,4
24,Yes,1,1,1,Sales Representative,2,3202,Yes,3,5,3,1,4
34,Yes,6,4,1,Sales Representative,3,2351,No,2,2,2,1,0
38,No,2,4,1,Laboratory Technician,4,1702,Yes,3,1,0,0,0
40,No,2,3,5,Manager,3,18041,No,3,20,15,1,12
26,No,23,1,1,Research Scientist,4,2886,No,1,3,2,0,2
30,No,3,3,1,Laboratory Technician,4,2097,No,1,5,3,1,4
29,No,3,2,3,Research Director,3,11935,No,3,10,2,0,7
29,Yes,25,3,1,Research Scientist,2,2546,No,4,2,2,1,1
19,Yes,2,1,1,Human Resources,4,2564,No,4,1,0,0,0
30,No,22,3,3,Sales Executive,1,8412,No,3,9,8,7,8
57,No,29,1,4,Manager,4,14118,No,2,1,0,0,0
50,No,29,2,4,Manager,3,17046,No,3,27,10,15,7
30,No,2,3,1,Laboratory Technician,4,2564,No,2,11,7,6,7
60,No,28,3,3,Sales Executive,1,10266,No,4,18,13,13,11
47,No,2,1,2,Manufacturing Director,4,5070,No,3,5,0,0,4
46,No,2,1,4,Research Director,3,17861,No,1,3,2,0,1
35,No,22,4,1,Laboratory Technician,3,4230,No,3,5,4,4,3
54,No,8,3,2,Laboratory Technician,3,3780,No,3,1,0,0,0
34,No,2,4,1,Research Scientist,3,2768,No,3,7,3,5,7
46,No,10,3,3,Sales Executive,4,9071,Yes,3,3,2,1,2
31,No,9,3,3,Manufacturing Director,2,10648,No,4,13,8,0,8
33,Yes,15,2,3,Manager,3,13610,Yes,4,7,6,7,7
33,Yes,10,1,1,Laboratory Technician,4,3408,No,3,4,3,1,3
30,No,7,4,1,Sales Representative,2,2983,No,3,3,2,1,2
35,No,16,4,3,Healthcare Representative,3,7632,Yes,3,8,7,0,0
31,Yes,20,1,3,Healthcare Representative,3,9824,No,3,1,0,0,0
34,Yes,23,2,3,Human Resources,1,9950,Yes,3,3,2,0,2
42,No,5,2,1,Laboratory Technician,3,2093,No,3,2,2,2,0
36,No,10,2,3,Sales Executive,4,9980,No,2,10,3,9,7
22,Yes,4,3,1,Laboratory Technician,3,3894,No,3,2,2,1,2
48,No,2,2,2,Sales Executive,4,4051,No,3,9,7,6,7
55,No,18,1,4,Manager,2,16835,No,3,10,9,7,7
41,No,10,4,2,Sales Executive,4,6230,No,3,14,3,1,10
35,No,1,2,2,Sales Executive,3,4717,No,3,11,9,6,9
40,No,6,2,4,Manufacturing Director,3,13237,No,3,20,6,5,13
39,No,8,3,1,Laboratory Technician,3,3755,No,3,8,3,0,7
31,No,2,2,2,Sales Executive,4,6582,Yes,4,6,5,0,5
42,No,24,4,3,Manufacturing Director,1,7406,Yes,2,10,9,5,8
45,No,2,4,2,Sales Executive,2,4805,No,4,8,7,3,7
26,Yes,17,2,1,Human Resources,3,2741,Yes,2,7,7,1,0
29,No,19,4,2,Manufacturing Director,4,4262,No,4,3,2,1,2
33,No,1,1,4,Research Director,3,16184,No,3,6,1,0,5
31,No,7,3,3,Manager,4,11557,No,2,5,4,0,1
18,Yes,5,2,1,Sales Representative,2,1878,Yes,3,0,0,0,0
40,No,28,3,3,Sales Executive,1,10932,No,3,1,0,0,1
41,No,2,1,2,Healthcare Representative,3,6811,Yes,3,8,7,0,7
26,No,29,1,2,Sales Executive,3,4306,No,3,0,0,0,0
35,No,1,1,2,Sales Executive,3,4859,No,3,5,4,0,3
34,No,21,4,2,Sales Executive,4,5337,No,3,10,7,5,7
26,Yes,24,3,1,Laboratory Technician,4,2340,Yes,1,1,0,0,0
37,No,1,2,3,Manufacturing Director,4,7491,No,4,6,5,1,2
46,No,18,1,3,Healthcare Representative,3,10527,No,2,2,2,1,2
41,No,2,2,4,Manager,1,16595,No,3,18,16,11,8
37,No,9,1,3,Sales Executive,2,8834,No,3,9,5,7,7
52,No,6,4,2,Research Scientist,1,5577,Yes,3,10,9,6,9
32,Yes,11,4,2,Sales Executive,3,4707,No,3,4,2,1,2
24,No,24,4,1,Sales Representative,4,2400,No,3,2,2,2,1
38,No,10,3,2,Healthcare Representative,3,9824,No,3,1,0,0,0
37,No,1,2,2,Manufacturing Director,2,6447,No,2,6,5,4,3
49,No,18,4,5,Research Director,3,19502,Yes,3,31,9,0,9
24,No,23,2,1,Research Scientist,4,2725,Yes,3,6,5,1,4
26,No,28,1,2,Sales Executive,2,6272,No,4,5,3,1,4
24,No,17,4,1,Laboratory Technician,2,2127,No,3,1,0,0,0
50,No,3,1,5,Manager,2,18200,No,3,32,5,10,7
25,No,13,2,1,Sales Representative,3,2096,No,3,7,4,0,6
24,Yes,7,1,1,Laboratory Technician,3,2886,Yes,3,6,3,1,2
30,Yes,12,2,1,Sales Representative,1,2033,No,4,1,0,0,0
34,No,1,2,1,Research Scientist,4,3622,Yes,3,6,5,1,3
31,Yes,13,2,2,Sales Executive,1,4233,No,1,3,1,1,2
35,No,25,1,2,Laboratory Technician,4,3681,No,3,3,2,0,2
31,No,6,1,2,Sales Executive,4,5460,No,4,7,7,5,7
27,No,6,1,1,Research Scientist,3,2187,No,2,5,3,0,3
37,No,2,4,2,Sales Executive,3,9602,Yes,2,3,0,1,0
20,No,1,4,1,Research Scientist,2,2836,No,4,1,0,0,0
42,No,2,3,2,Healthcare Representative,4,4089,No,3,10,2,2,2
43,No,6,2,4,Research Director,4,16627,Yes,2,1,0,0,0
38,No,1,3,1,Research Scientist,1,2619,No,2,0,0,0,0
43,No,9,4,2,Laboratory Technician,3,5679,Yes,3,8,7,4,7
48,No,1,4,4,Manager,1,15402,No,1,3,2,0,2
44,No,1,1,2,Human Resources,3,5985,No,4,2,2,0,2
34,No,14,3,1,Sales Representative,3,2579,Yes,3,8,2,0,6
27,Yes,2,3,1,Sales Representative,1,3041,No,3,4,3,0,2
21,No,22,3,1,Sales Representative,3,3447,No,3,3,2,1,2
44,No,3,4,5,Manager,4,19513,Yes,4,2,2,0,1
22,No,6,1,1,Research Scientist,3,2773,No,3,2,2,2,2
33,No,8,3,2,Sales Executive,3,7104,No,3,5,0,1,2
32,No,9,1,2,Research Scientist,4,6322,Yes,2,6,4,0,5
30,No,3,3,1,Research Scientist,3,2083,No,3,1,0,0,0
53,No,1,4,2,Sales Executive,1,8381,No,4,14,7,8,10
34,No,1,2,1,Research Scientist,4,2691,No,2,10,9,8,8
45,Yes,26,1,2,Sales Executive,1,4286,No,3,1,1,0,0
26,No,6,3,1,Laboratory Technician,4,2659,Yes,3,3,2,0,2
37,No,3,3,3,Manufacturing Director,3,9434,No,3,10,7,7,8
29,No,3,2,2,Sales Executive,3,5561,No,2,6,0,1,2
35,No,6,2,2,Research Scientist,4,6646,No,3,17,11,11,8
33,No,6,3,2,Healthcare Representative,4,7725,No,1,13,11,4,7
54,No,19,3,3,Human Resources,2,10725,No,4,9,7,7,1
36,No,9,2,2,Manufacturing Director,2,8847,Yes,3,3,2,0,2
27,No,3,1,1,Research Scientist,4,2045,No,3,4,2,1,1
20,Yes,10,4,1,Research Scientist,3,1009,Yes,3,1,0,1,1
33,Yes,3,1,1,Research Scientist,1,3348,Yes,3,10,8,9,7
35,No,3,3,1,Laboratory Technician,3,1281,No,3,1,0,0,0
23,No,4,1,1,Research Scientist,1,2819,No,4,3,2,0,2
25,No,8,4,2,Sales Executive,2,4851,No,3,3,2,1,2
38,No,7,4,2,Sales Executive,4,4028,No,3,7,7,0,5
29,No,1,2,1,Research Scientist,4,2720,No,3,10,7,2,8
48,No,2,2,2,Sales Executive,2,8120,No,3,2,2,2,2
27,No,3,4,2,Sales Executive,4,4647,Yes,3,6,5,0,4
37,No,10,4,1,Research Scientist,4,4680,No,3,1,0,0,0
50,No,28,4,1,Laboratory Technician,3,3221,Yes,3,20,8,3,8
34,No,9,4,3,Healthcare Representative,2,8621,No,4,8,7,7,7
24,Yes,3,1,2,Sales Executive,3,4577,No,3,2,2,2,0
39,No,2,4,2,Healthcare Representative,3,4553,No,3,20,7,11,10
32,No,10,4,2,Sales Executive,4,5396,No,2,10,7,0,8
50,Yes,8,2,2,Sales Executive,3,6796,Yes,3,4,3,1,3
38,No,1,2,2,Healthcare Representative,4,7625,No,2,9,7,1,8
27,No,1,3,3,Manufacturing Director,1,7412,No,3,9,7,0,7
32,No,3,3,3,Research Director,4,11159,No,3,7,7,7,7
47,No,14,4,2,Sales Executive,1,4960,No,3,7,7,1,7
40,No,5,4,3,Sales Executive,1,10475,Yes,3,18,13,1,12
53,No,7,3,4,Research Director,3,14814,No,3,5,1,1,3
41,No,10,2,5,Manager,4,19141,No,2,21,6,12,6
60,No,16,1,2,Sales Executive,1,5405,No,3,2,2,2,2
27,No,10,4,3,Manufacturing Director,1,8793,No,2,9,7,1,7
41,No,1,4,5,Manager,3,19189,No,3,22,7,2,10
50,No,8,4,1,Sales Representative,2,3875,No,3,2,2,2,2
28,Yes,1,1,1,Research Scientist,2,2216,Yes,3,7,7,3,7
36,No,8,1,3,Research Director,1,11713,No,3,8,7,0,5
38,No,1,3,3,Manufacturing Director,3,7861,Yes,4,1,0,0,0
44,No,24,1,1,Laboratory Technician,3,3708,No,3,5,2,1,4
47,No,3,4,4,Sales Executive,3,13770,Yes,2,22,2,11,13
30,No,27,3,2,Sales Executive,4,5304,No,2,8,7,7,7
29,No,10,3,1,Sales Representative,3,2642,No,3,1,0,0,0
42,Yes,19,3,1,Research Scientist,3,2759,Yes,3,2,2,2,2
43,No,15,4,2,Sales Executive,4,6804,No,3,2,2,2,2
34,No,8,2,2,Healthcare Representative,3,6142,No,3,5,1,4,3
23,No,9,2,1,Laboratory Technician,1,2500,No,4,4,3,0,2
39,No,3,3,2,Human Resources,2,6389,No,1,8,3,3,6
56,No,9,3,4,Healthcare Representative,4,11103,No,2,10,7,1,1
40,No,2,4,1,Research Scientist,4,2342,Yes,2,4,2,2,3
27,No,7,4,2,Healthcare Representative,1,6811,No,1,7,6,0,7
29,No,10,4,1,Sales Representative,2,2297,No,3,2,2,2,2
53,No,6,4,2,Laboratory Technician,4,2450,No,3,2,2,2,2
35,No,2,4,2,Healthcare Representative,1,5093,No,4,1,0,0,0
32,No,24,1,2,Laboratory Technician,4,5309,No,3,10,8,4,7
38,No,2,4,1,Research Scientist,3,3057,Yes,1,1,0,0,1
34,No,8,2,2,Manufacturing Director,1,5121,No,3,0,0,0,0
52,No,3,3,4,Manager,1,16856,No,4,34,6,1,16
33,Yes,1,4,1,Research Scientist,4,2686,Yes,2,10,9,7,8
25,No,26,3,2,Sales Executive,4,6180,No,2,6,5,1,4
45,No,2,2,2,Sales Representative,3,6632,No,3,8,7,3,1
23,No,10,1,1,Research Scientist,3,3505,No,3,2,2,0,2
47,Yes,27,2,2,Sales Executive,3,6397,Yes,3,5,4,1,3
34,No,2,4,2,Sales Executive,4,6274,No,3,6,5,1,4
55,Yes,2,4,5,Manager,1,19859,Yes,3,5,2,1,4
36,No,8,1,3,Sales Executive,1,7587,No,3,10,7,0,9
52,No,19,4,1,Research Scientist,4,4258,No,3,4,3,1,2
26,No,1,1,1,Laboratory Technician,4,4364,No,3,2,2,2,0
29,No,27,2,2,Healthcare Representative,3,4335,No,2,8,7,1,1
26,Yes,8,4,2,Sales Executive,1,5326,No,2,4,3,1,2
34,No,1,2,1,Research Scientist,4,3280,No,3,4,2,1,3
54,No,19,4,2,Manufacturing Director,1,5485,Yes,3,5,3,1,4
27,No,8,3,2,Sales Executive,4,4342,No,3,4,2,1,1
37,No,10,4,1,Research Scientist,1,2782,Yes,2,5,3,4,3
38,No,2,1,2,Manufacturing Director,1,5980,Yes,3,15,7,4,12
34,No,2,3,1,Research Scientist,1,4381,No,3,6,5,1,3
35,No,8,1,1,Sales Representative,4,2572,No,2,3,2,0,2
30,No,1,4,1,Laboratory Technician,3,3833,No,3,2,2,0,2
40,No,2,3,2,Healthcare Representative,2,4244,No,3,8,7,3,7
34,No,8,3,2,Sales Executive,1,6500,No,3,3,2,1,2
42,No,8,2,5,Manager,4,18430,No,2,24,7,14,9
23,Yes,6,3,1,Laboratory Technician,1,1601,Yes,3,0,0,0,0
24,No,9,3,1,Laboratory Technician,2,2694,No,3,1,0,0,0
52,No,11,4,2,Laboratory Technician,3,3149,No,3,5,2,1,4
50,No,2,3,4,Research Director,3,17639,No,3,4,3,0,3
29,Yes,1,2,1,Laboratory Technician,1,2319,Yes,3,1,0,0,0
33,No,7,3,3,Research Director,3,11691,No,4,13,9,3,7
33,Yes,16,1,2,Sales Executive,1,5324,No,3,3,2,0,2
47,No,2,3,4,Manager,4,16752,Yes,2,26,14,3,0
36,No,1,3,2,Manufacturing Director,2,5228,No,3,9,7,0,5
29,No,23,3,1,Research Scientist,3,2700,No,3,10,7,0,7
58,Yes,2,4,5,Research Director,2,19246,Yes,3,31,15,13,8
35,No,1,4,1,Research Scientist,3,2506,No,3,2,2,2,2
42,No,1,4,2,Manufacturing Director,4,6062,Yes,3,4,3,0,2
28,Yes,2,3,1,Research Scientist,3,4382,No,2,2,2,2,1
36,No,13,3,1,Human Resources,2,2143,No,3,5,2,0,4
32,No,4,3,2,Manufacturing Director,3,6162,No,3,14,13,6,8
40,No,16,1,2,Laboratory Technician,3,5094,No,3,1,0,0,0
30,No,2,3,2,Manufacturing Director,4,6877,Yes,2,0,0,0,0
45,No,2,2,1,Research Scientist,3,2274,No,3,1,0,0,0
42,No,29,2,2,Manufacturing Director,2,4434,No,2,9,8,7,8
38,No,12,1,2,Healthcare Representative,1,6288,No,2,4,3,1,2
34,No,16,3,1,Research Scientist,4,2553,No,3,5,2,1,3
49,Yes,11,3,3,Sales Executive,4,7654,No,4,9,8,7,7
55,Yes,2,3,2,Sales Executive,4,5160,No,2,9,7,7,3
43,No,14,2,4,Research Director,1,17159,No,3,4,1,1,0
27,No,5,3,3,Research Director,4,12808,Yes,3,9,8,0,8
35,No,7,3,3,Manufacturing Director,3,10221,No,4,8,5,1,6
28,No,2,2,2,Sales Executive,2,4779,Yes,3,8,7,7,5
34,No,3,3,1,Human Resources,4,3737,No,1,3,2,0,2
26,Yes,5,3,1,Research Scientist,3,2366,Yes,3,8,7,1,7
27,No,3,4,1,Research Scientist,4,1706,No,2,0,0,0,0
51,No,26,1,4,Manager,3,16307,No,2,20,6,4,17
44,No,4,4,2,Healthcare Representative,2,5933,No,2,5,2,2,3
25,No,2,1,1,Research Scientist,1,3424,No,2,4,3,0,1
33,No,1,1,2,Sales Executive,1,4037,No,3,9,8,0,8
35,No,27,3,1,Research Scientist,1,2559,No,2,6,5,1,1
36,No,1,2,2,Sales Executive,4,6201,Yes,2,18,14,4,11
32,No,13,2,2,Sales Executive,4,4403,No,2,5,2,0,3
30,No,5,2,1,Research Scientist,4,3761,No,2,5,4,0,3
53,No,7,1,3,Sales Executive,4,10934,Yes,3,5,2,0,4
45,No,9,4,3,Sales Executive,1,10761,Yes,3,5,4,0,2
32,No,8,3,2,Research Scientist,3,5175,No,2,5,3,1,3
52,No,25,3,4,Manufacturing Director,4,13826,No,3,9,8,0,0
37,No,16,4,2,Sales Executive,3,6334,No,3,1,0,0,0
28,No,8,2,1,Human Resources,4,4936,No,3,5,1,0,4
22,No,1,4,2,Manufacturing Director,4,4775,No,1,2,2,2,2
44,No,8,1,1,Laboratory Technician,4,2818,Yes,2,3,2,0,2
42,No,2,2,1,Research Scientist,4,2515,Yes,3,2,1,2,2
36,No,8,1,1,Human Resources,1,2342,No,3,5,4,0,3
25,No,3,3,2,Sales Executive,1,4194,Yes,3,5,3,0,3
35,No,9,4,3,Manufacturing Director,3,10685,Yes,3,17,14,5,15
35,Yes,25,4,1,Research Scientist,2,2022,Yes,2,10,2,7,8
32,No,1,4,1,Laboratory Technician,4,2314,No,3,3,0,0,2
25,No,4,3,2,Sales Executive,1,4256,No,4,5,2,0,3
49,No,1,3,1,Research Scientist,1,3580,No,3,4,2,0,2
24,No,4,1,1,Laboratory Technician,4,3162,No,2,5,2,3,4
32,No,5,2,2,Sales Executive,2,6524,No,3,10,8,5,3
38,No,9,2,1,Sales Representative,2,2899,No,3,2,2,1,2
42,No,3,3,2,Laboratory Technician,4,5231,Yes,2,5,3,1,3
31,No,11,4,1,Research Scientist,4,2356,Yes,3,6,4,0,2
29,Yes,1,2,1,Sales Representative,3,2800,Yes,3,3,2,0,2
53,No,8,1,4,Sales Executive,4,11836,No,3,2,0,2,2
35,No,25,4,3,Manufacturing Director,2,10903,No,3,13,10,4,8
37,No,21,3,1,Sales Representative,4,2973,No,3,5,4,0,0
53,No,23,4,4,Research Director,4,14275,No,3,12,9,3,8
43,No,1,4,2,Healthcare Representative,4,5562,No,2,5,2,2,2
47,No,2,3,2,Sales Executive,4,4537,Yes,3,7,6,7,7
37,No,19,1,3,Sales Executive,2,7642,Yes,3,10,0,0,9
50,No,2,1,4,Manager,1,17924,No,3,31,6,14,7
39,No,2,4,2,Human Resources,4,5204,No,3,5,4,0,4
33,No,3,4,1,Human Resources,2,2277,Yes,4,4,3,0,3
32,Yes,25,1,1,Laboratory Technician,4,2795,Yes,1,1,0,0,1
29,No,7,1,1,Laboratory Technician,4,2532,No,3,4,3,0,3
44,No,9,2,1,Research Scientist,1,2559,Yes,3,8,7,7,1
28,No,5,1,2,Sales Executive,4,4908,No,3,4,2,0,2
58,Yes,2,4,1,Laboratory Technician,4,2380,Yes,2,1,0,0,0
43,No,8,1,2,Manufacturing Director,2,4765,No,4,1,0,0,0
20,Yes,2,3,1,Sales Representative,3,2044,No,2,2,2,0,2
21,Yes,18,4,1,Research Scientist,4,2693,No,2,1,0,0,0
36,No,14,3,2,Healthcare Representative,4,6586,Yes,2,16,8,4,11
47,No,2,4,1,Sales Representative,4,3294,Yes,2,3,2,1,2
22,Yes,3,2,2,Manufacturing Director,3,4171,Yes,4,3,2,0,2
41,Yes,2,2,1,Laboratory Technician,4,2778,Yes,2,7,7,1,0
28,No,9,3,1,Research Scientist,3,2377,No,3,2,2,2,2
39,Yes,6,4,1,Laboratory Technician,1,2404,Yes,1,2,2,2,2
27,No,4,2,1,Research Scientist,3,2318,No,3,1,1,0,0
34,No,10,2,1,Laboratory Technician,2,2008,No,3,1,0,1,0
42,No,14,3,2,Sales Executive,3,6244,No,3,5,4,0,3
33,No,1,3,1,Research Scientist,1,2799,Yes,3,3,2,0,2
58,No,5,3,3,Healthcare Representative,2,10552,Yes,3,6,0,0,4
31,No,7,2,1,Sales Representative,3,2329,No,4,7,7,5,2
35,No,21,4,2,Healthcare Representative,4,4014,Yes,1,10,6,0,7
49,No,8,1,3,Laboratory Technician,2,7403,No,2,26,9,1,7
48,No,20,4,1,Research Scientist,3,2259,No,2,0,0,0,0
31,No,20,4,2,Sales Executive,3,6932,No,2,9,8,0,0
36,No,7,2,1,Research Scientist,4,4678,No,3,6,2,0,1
38,No,1,4,3,Research Director,1,13582,No,3,15,12,5,11
32,No,1,3,1,Laboratory Technician,2,2332,No,3,3,0,0,2
25,Yes,19,3,1,Sales Representative,2,2413,Yes,3,1,0,0,0
40,No,10,1,3,Sales Executive,2,9705,No,2,1,0,0,0
26,No,1,3,2,Sales Executive,1,4294,No,3,7,7,0,7
41,No,6,4,1,Laboratory Technician,1,4721,Yes,3,18,13,2,17
36,No,2,3,1,Laboratory Technician,3,2519,No,3,11,8,3,9
19,Yes,21,4,1,Sales Representative,2,2121,Yes,4,1,0,0,0
20,Yes,4,1,1,Laboratory Technician,1,2973,No,3,1,0,0,0
31,No,12,4,2,Healthcare Representative,4,5855,Yes,1,9,7,8,5
40,No,9,4,1,Research Scientist,2,3617,Yes,3,1,1,0,0
32,No,3,3,2,Manufacturing Director,1,6725,No,4,8,7,6,3
36,Yes,3,3,3,Sales Executive,4,10325,Yes,3,16,7,3,7
33,No,1,2,2,Healthcare Representative,4,6949,No,3,5,0,1,4
37,Yes,1,1,3,Sales Executive,3,10609,No,1,14,1,11,7
45,No,4,3,2,Laboratory Technician,2,4447,No,2,9,7,0,8
29,No,20,3,1,Sales Representative,4,2157,No,3,3,1,0,2
35,No,18,3,2,Sales Executive,3,4601,No,3,5,2,1,0
52,No,1,4,4,Manager,4,17099,No,2,9,8,7,8
58,Yes,2,4,1,Research Scientist,3,2479,No,3,1,0,0,0
53,No,2,3,4,Manager,3,14852,No,4,17,13,15,2
30,No,8,3,3,Sales Executive,3,7264,No,4,8,4,7,7
38,No,10,3,2,Sales Executive,4,5666,Yes,3,5,3,1,3
35,No,3,4,3,Sales Executive,4,7823,No,3,10,9,0,8
39,No,2,1,3,Sales Executive,3,7880,No,3,8,7,0,7
40,Yes,24,2,4,Sales Executive,2,13194,Yes,2,1,0,0,0
47,No,16,3,2,Manufacturing Director,3,5067,Yes,4,19,10,2,7
36,No,8,1,2,Sales Executive,4,5079,No,3,7,7,0,7
31,Yes,9,3,1,Research Scientist,1,2321,Yes,3,3,2,1,2
33,No,17,4,4,Manager,3,17444,No,3,10,8,6,0
29,Yes,10,4,1,Research Scientist,1,2404,Yes,3,0,0,0,0
33,No,13,2,1,Research Scientist,4,3452,No,3,3,2,0,2
45,No,1,4,1,Laboratory Technician,4,2270,No,3,5,3,0,2
50,No,1,4,4,Research Director,4,17399,No,2,5,4,1,3
33,No,1,3,2,Healthcare Representative,2,5488,Yes,3,6,5,1,2
41,No,9,1,5,Research Director,3,19419,No,4,18,16,0,11
27,No,16,3,1,Laboratory Technician,2,2811,No,3,2,2,2,2
45,No,23,4,2,Laboratory Technician,1,3633,Yes,3,9,8,0,8
47,No,4,4,2,Sales Executive,4,4163,Yes,3,9,0,0,7
30,Yes,22,1,1,Research Scientist,3,2132,Yes,3,5,2,0,1
50,No,24,4,4,Manufacturing Director,3,13973,Yes,3,12,11,1,5
38,No,10,3,1,Research Scientist,3,2684,No,2,2,1,0,2
46,No,7,4,3,Manufacturing Director,3,10845,No,3,8,7,0,7
24,No,17,4,2,Manufacturing Director,3,4377,No,3,4,2,3,2
35,Yes,14,3,1,Laboratory Technician,2,3743,Yes,1,4,2,0,2
31,No,1,3,2,Manufacturing Director,1,4148,No,3,4,3,0,3
18,No,5,2,1,Research Scientist,4,1051,No,3,0,0,0,0
54,No,17,3,3,Manufacturing Director,3,10739,No,3,10,7,0,8
35,No,25,3,3,Healthcare Representative,3,10388,Yes,2,16,10,10,1
30,No,8,2,3,Research Director,1,11416,Yes,2,8,7,1,7
20,Yes,11,4,1,Research Scientist,1,2600,Yes,3,1,0,0,0
30,Yes,5,2,1,Laboratory Technician,2,2422,No,3,3,2,1,2
26,No,2,4,2,Manufacturing Director,4,5472,No,3,8,7,1,3
22,No,8,2,1,Laboratory Technician,1,2451,No,2,4,3,1,1
48,No,6,1,2,Healthcare Representative,3,4240,No,3,2,2,2,2
48,No,4,3,3,Healthcare Representative,3,10999,No,3,15,11,4,8
41,No,7,4,2,Manufacturing Director,3,5003,No,3,2,2,2,1
39,No,1,4,4,Manufacturing Director,4,12742,No,3,21,6,11,8
27,No,2,1,2,Manufacturing Director,4,4227,No,3,3,2,2,2
35,No,10,2,1,Laboratory Technician,4,3917,No,2,3,2,1,2
42,No,5,4,5,Manager,3,18303,No,4,1,0,0,0
50,No,9,1,1,Laboratory Technician,4,2380,No,3,1,0,0,0
59,No,2,3,4,Manufacturing Director,4,13726,Yes,3,5,3,4,3
37,Yes,11,1,2,Healthcare Representative,2,4777,No,1,1,0,0,0
55,No,18,3,2,Healthcare Representative,2,6385,Yes,3,8,7,6,7
41,No,7,2,5,Research Director,3,19973,No,3,21,16,5,10
38,No,3,2,2,Sales Executive,4,6861,Yes,3,1,0,0,0
26,Yes,29,2,2,Sales Executive,1,4969,No,3,2,2,2,2
52,Yes,2,1,5,Manager,4,19845,No,3,32,14,6,9
44,No,28,4,4,Sales Executive,4,13320,Yes,3,12,11,11,11
50,No,1,4,2,Sales Executive,3,6347,No,3,18,7,0,13
36,Yes,16,3,1,Laboratory Technician,1,2743,No,3,17,13,15,14
39,No,22,4,3,Manufacturing Director,1,10880,Yes,3,21,6,2,8
33,No,8,2,1,Sales Representative,4,2342,No,2,2,2,2,2
45,No,11,4,4,Manager,4,17650,No,4,9,3,1,1
32,No,29,4,1,Laboratory Technician,3,4025,No,3,8,7,7,7
34,No,1,2,2,Sales Executive,4,9725,No,2,15,1,0,9
59,No,1,2,3,Manager,4,11904,Yes,1,6,4,0,4
45,No,24,2,1,Human Resources,2,2177,No,3,6,3,0,4
53,No,2,3,3,Sales Executive,2,7525,No,3,15,7,6,12
36,Yes,15,1,2,Laboratory Technician,3,4834,No,2,1,0,0,0
26,Yes,2,1,1,Research Scientist,1,2042,Yes,3,3,2,1,2
34,No,10,3,1,Sales Representative,3,2220,Yes,3,1,1,0,0
28,No,10,4,1,Sales Representative,2,1052,No,3,1,0,0,0
38,No,3,3,1,Research Scientist,3,2821,No,3,2,2,2,2
50,No,2,2,5,Research Director,3,19237,Yes,2,8,1,7,7
37,No,3,4,2,Healthcare Representative,2,4107,No,2,4,3,0,1
40,No,26,3,2,Sales Executive,1,8396,No,2,7,7,7,5
26,No,1,1,1,Research Scientist,3,2007,No,3,5,3,1,3
46,No,1,4,5,Research Director,4,19627,No,3,2,2,2,2
54,No,2,3,3,Sales Executive,3,10686,No,3,9,4,7,0
56,No,9,1,1,Research Scientist,3,2942,No,3,5,4,0,3
36,No,12,4,3,Manufacturing Director,4,8858,No,2,14,8,7,8
55,No,2,3,4,Manager,1,16756,No,4,9,7,6,2
43,No,25,3,3,Sales Executive,4,10798,No,3,1,0,0,0
20,Yes,9,4,1,Sales Representative,4,2323,Yes,3,2,2,0,2
21,Yes,10,3,1,Laboratory Technician,1,1416,No,2,1,0,1,0
46,No,8,4,2,Research Scientist,1,4615,Yes,3,16,13,1,7
51,Yes,4,1,1,Research Scientist,3,2461,Yes,4,10,0,2,7
28,Yes,24,2,3,Healthcare Representative,1,8722,No,2,10,7,1,9
26,No,1,1,1,Laboratory Technician,1,3955,No,3,5,3,1,3
30,No,20,3,2,Manufacturing Director,1,9957,No,2,6,2,0,2
